LOAN_PAYMENT_ID,LOAN_ID,SCHEDULED_PAYMENT_DATE,ACTUAL_PAYMENT_DATE,SCHEDULED_AMOUNT,TOTAL_PAYMENT_AMOUNT,PRINCIPAL_AMOUNT,INTEREST_AMOUNT,FEE_AMOUNT,PAYMENT_STATUS,PAYMENT_METHOD,CREATED_TS,UPDATED_TS
181,10,2026-02-03,2026-02-03,297.53,297.53,240.44,57.09,0.0,PAID,CHECK,2026-02-03 00:00:00,2026-07-18 00:00:00
182,10,2026-03-05,2026-03-11,297.53,297.53,222.08,55.44,20.01,LATE,AUTOPAY,2026-03-05 00:00:00,2026-07-18 00:00:00
183,10,2026-04-05,2026-04-05,297.53,297.53,243.63,53.9,0.0,PAID,CHECK,2026-04-05 00:00:00,2026-07-18 00:00:00
184,10,2026-05-05,2026-05-05,297.53,297.53,245.31,52.22,0.0,PAID,TRANSFER,2026-05-05 00:00:00,2026-07-18 00:00:00
185,10,2026-06-04,2026-06-04,297.53,297.53,247.0,50.53,0.0,PAID,ACH,2026-06-04 00:00:00,2026-07-18 00:00:00
186,10,2026-07-05,2026-07-05,297.53,297.53,248.7,48.83,0.0,PAID,TRANSFER,2026-07-05 00:00:00,2026-07-18 00:00:00
187,11,2013-05-30,2013-05-30,4157.09,4157.09,1591.93,2565.16,0.0,PAID,CHECK,2013-05-30 00:00:00,2026-07-18 00:00:00
188,11,2013-06-30,2013-06-30,4157.09,4157.09,1600.44,2556.65,0.0,PAID,BRANCH,2013-06-30 00:00:00,2026-07-18 00:00:00
189,11,2013-07-30,2013-07-30,4157.09,4157.09,1609.0,2548.09,0.0,PAID,BRANCH,2013-07-30 00:00:00,2026-07-18 00:00:00
190,11,2013-08-30,2013-09-10,4157.09,4157.09,1578.82,2539.49,38.78,LATE,TRANSFER,2013-08-30 00:00:00,2026-07-18 00:00:00
191,11,2013-09-29,2013-09-29,4157.09,4157.09,1626.05,2531.04,0.0,PAID,CHECK,2013-09-29 00:00:00,2026-07-18 00:00:00
192,11,2013-10-30,2013-10-30,4157.09,4157.09,1634.74,2522.35,0.0,PAID,AUTOPAY,2013-10-30 00:00:00,2026-07-18 00:00:00
193,11,2013-11-29,2013-11-29,4157.09,4157.09,1643.48,2513.61,0.0,PAID,AUTOPAY,2013-11-29 00:00:00,2026-07-18 00:00:00
194,11,2013-12-30,2013-12-30,4157.09,4157.09,1652.27,2504.82,0.0,PAID,AUTOPAY,2013-12-30 00:00:00,2026-07-18 00:00:00
195,11,2014-01-29,2014-01-29,4157.09,4157.09,1661.1,2495.99,0.0,PAID,BRANCH,2014-01-29 00:00:00,2026-07-18 00:00:00
196,11,2014-02-28,2014-02-28,4157.09,4157.09,1669.98,2487.11,0.0,PAID,ACH,2014-02-28 00:00:00,2026-07-18 00:00:00
197,11,2014-03-31,2014-03-31,4157.09,4157.09,1678.91,2478.18,0.0,PAID,ACH,2014-03-31 00:00:00,2026-07-18 00:00:00
198,11,2014-04-30,2014-04-30,4157.09,4157.09,1687.89,2469.2,0.0,PAID,BRANCH,2014-04-30 00:00:00,2026-07-18 00:00:00
199,11,2014-05-31,2014-06-10,4157.09,4157.09,1665.44,2460.17,31.48,LATE,AUTOPAY,2014-05-31 00:00:00,2026-07-18 00:00:00
200,11,2014-06-30,2014-06-30,4157.09,4157.09,1705.82,2451.27,0.0,PAID,CHECK,2014-06-30 00:00:00,2026-07-18 00:00:00
201,12,2024-07-10,2024-07-17,488.23,488.23,264.15,188.73,35.35,LATE,TRANSFER,2024-07-10 00:00:00,2026-07-18 00:00:00
202,12,2024-08-10,2024-08-10,488.23,488.23,302.2,186.03,0.0,PAID,ACH,2024-08-10 00:00:00,2026-07-18 00:00:00
203,12,2024-09-09,2024-09-09,488.23,488.23,305.3,182.93,0.0,PAID,CHECK,2024-09-09 00:00:00,2026-07-18 00:00:00
204,12,2024-10-10,2024-10-10,488.23,488.23,308.42,179.81,0.0,PAID,ACH,2024-10-10 00:00:00,2026-07-18 00:00:00
205,12,2024-11-09,2024-11-09,488.23,488.23,311.58,176.65,0.0,PAID,CHECK,2024-11-09 00:00:00,2026-07-18 00:00:00
206,12,2024-12-10,2024-12-10,488.23,488.23,314.76,173.47,0.0,PAID,TRANSFER,2024-12-10 00:00:00,2026-07-18 00:00:00
207,12,2025-01-09,2025-01-09,488.23,488.23,317.99,170.24,0.0,PAID,CHECK,2025-01-09 00:00:00,2026-07-18 00:00:00
208,12,2025-02-09,2025-02-09,488.23,488.23,321.24,166.99,0.0,PAID,CHECK,2025-02-09 00:00:00,2026-07-18 00:00:00
209,12,2025-03-11,2025-03-11,488.23,488.23,324.53,163.7,0.0,PAID,CHECK,2025-03-11 00:00:00,2026-07-18 00:00:00
210,12,2025-04-10,2025-04-10,488.23,488.23,327.85,160.38,0.0,PAID,CHECK,2025-04-10 00:00:00,2026-07-18 00:00:00
211,12,2025-05-11,2025-05-11,488.23,488.23,331.2,157.03,0.0,PAID,TRANSFER,2025-05-11 00:00:00,2026-07-18 00:00:00
212,12,2025-06-10,2025-06-10,488.23,488.23,334.59,153.64,0.0,PAID,ACH,2025-06-10 00:00:00,2026-07-18 00:00:00
213,12,2025-07-11,2025-08-11,488.23,488.23,302.88,150.21,35.14,LATE,BRANCH,2025-07-11 00:00:00,2026-07-18 00:00:00
214,12,2025-08-10,2025-08-10,488.23,488.23,341.11,147.12,0.0,PAID,AUTOPAY,2025-08-10 00:00:00,2026-07-18 00:00:00
215,12,2025-09-10,2025-09-10,488.23,488.23,344.6,143.63,0.0,PAID,CHECK,2025-09-10 00:00:00,2026-07-18 00:00:00
216,13,2020-12-08,2020-12-08,4056.44,4056.44,691.82,3364.62,0.0,PAID,BRANCH,2020-12-08 00:00:00,2026-07-18 00:00:00
217,13,2021-01-08,2021-01-08,4056.44,4056.44,695.23,3361.21,0.0,PAID,TRANSFER,2021-01-08 00:00:00,2026-07-18 00:00:00
218,13,2021-02-07,2021-02-07,4056.44,4056.44,698.65,3357.79,0.0,PAID,TRANSFER,2021-02-07 00:00:00,2026-07-18 00:00:00
219,13,2021-03-10,2021-03-10,4056.44,4056.44,702.09,3354.35,0.0,PAID,TRANSFER,2021-03-10 00:00:00,2026-07-18 00:00:00
220,13,2021-04-09,2021-04-25,4056.44,4056.44,685.95,3350.89,19.6,LATE,TRANSFER,2021-04-09 00:00:00,2026-07-18 00:00:00
221,13,2021-05-10,2021-05-10,4056.44,4056.44,708.93,3347.51,0.0,PAID,CHECK,2021-05-10 00:00:00,2026-07-18 00:00:00
222,13,2021-06-09,2021-06-09,4056.44,4056.44,712.42,3344.02,0.0,PAID,CHECK,2021-06-09 00:00:00,2026-07-18 00:00:00
223,13,2021-07-10,2021-07-10,4056.44,4056.44,715.93,3340.51,0.0,PAID,AUTOPAY,2021-07-10 00:00:00,2026-07-18 00:00:00
224,13,2021-08-09,2021-08-09,4056.44,4056.44,719.46,3336.98,0.0,PAID,AUTOPAY,2021-08-09 00:00:00,2026-07-18 00:00:00
225,13,2021-09-08,2021-09-08,4056.44,4056.44,723.0,3333.44,0.0,PAID,AUTOPAY,2021-09-08 00:00:00,2026-07-18 00:00:00
226,13,2021-10-09,2021-10-09,4056.44,4056.44,726.56,3329.88,0.0,PAID,AUTOPAY,2021-10-09 00:00:00,2026-07-18 00:00:00
227,13,2021-11-08,2021-11-08,4056.44,4056.44,730.14,3326.3,0.0,PAID,TRANSFER,2021-11-08 00:00:00,2026-07-18 00:00:00
228,13,2021-12-09,2021-12-09,4056.44,4056.44,733.74,3322.7,0.0,PAID,AUTOPAY,2021-12-09 00:00:00,2026-07-18 00:00:00
229,13,2022-01-08,2022-01-08,4056.44,4056.44,737.35,3319.09,0.0,PAID,CHECK,2022-01-08 00:00:00,2026-07-18 00:00:00
230,13,2022-02-08,2022-02-08,4056.44,4056.44,740.98,3315.46,0.0,PAID,AUTOPAY,2022-02-08 00:00:00,2026-07-18 00:00:00
231,13,2022-03-10,2022-03-10,4056.44,4056.44,744.63,3311.81,0.0,PAID,BRANCH,2022-03-10 00:00:00,2026-07-18 00:00:00
232,13,2022-04-09,2022-04-09,4056.44,4056.44,748.3,3308.14,0.0,PAID,BRANCH,2022-04-09 00:00:00,2026-07-18 00:00:00
233,13,2022-05-10,2022-05-10,4056.44,4056.44,751.98,3304.46,0.0,PAID,ACH,2022-05-10 00:00:00,2026-07-18 00:00:00
234,13,2022-06-09,2022-06-20,4056.44,3300.75,0.0,3300.75,0.0,PARTIAL,BRANCH,2022-06-09 00:00:00,2026-07-18 00:00:00
235,13,2022-07-10,2022-07-10,4056.44,4056.44,755.69,3300.75,0.0,PAID,ACH,2022-07-10 00:00:00,2026-07-18 00:00:00
236,13,2022-08-09,2022-09-09,4056.44,4056.44,723.38,3297.03,36.03,LATE,CHECK,2022-08-09 00:00:00,2026-07-18 00:00:00
237,13,2022-09-09,2022-09-09,4056.44,4056.44,762.97,3293.47,0.0,PAID,TRANSFER,2022-09-09 00:00:00,2026-07-18 00:00:00
238,13,2022-10-09,2022-10-09,4056.44,4056.44,766.73,3289.71,0.0,PAID,TRANSFER,2022-10-09 00:00:00,2026-07-18 00:00:00
239,14,2023-09-25,2023-09-25,4556.74,4556.74,2411.32,2145.42,0.0,PAID,ACH,2023-09-25 00:00:00,2026-07-18 00:00:00
240,14,2023-10-26,2023-10-26,4556.74,4556.74,2419.86,2136.88,0.0,PAID,BRANCH,2023-10-26 00:00:00,2026-07-18 00:00:00
241,14,2023-11-25,2023-11-25,4556.74,4556.74,2428.43,2128.31,0.0,PAID,CHECK,2023-11-25 00:00:00,2026-07-18 00:00:00
242,14,2023-12-26,,4556.74,0.0,0.0,0.0,0.0,MISSED,CHECK,2023-12-26 00:00:00,2026-07-18 00:00:00
243,14,2024-01-25,2024-01-25,4556.74,4556.74,2437.03,2119.71,0.0,PAID,TRANSFER,2024-01-25 00:00:00,2026-07-18 00:00:00
244,14,2024-02-25,2024-02-25,4556.74,4556.74,2445.66,2111.08,0.0,PAID,TRANSFER,2024-02-25 00:00:00,2026-07-18 00:00:00
245,14,2024-03-26,2024-03-26,4556.74,4556.74,2454.33,2102.41,0.0,PAID,AUTOPAY,2024-03-26 00:00:00,2026-07-18 00:00:00
246,14,2024-04-26,2024-04-26,4556.74,4556.74,2463.02,2093.72,0.0,PAID,AUTOPAY,2024-04-26 00:00:00,2026-07-18 00:00:00
247,14,2024-05-26,2024-06-05,4556.74,3340.77,1255.77,2085.0,0.0,PARTIAL,AUTOPAY,2024-05-26 00:00:00,2026-07-18 00:00:00
248,14,2024-06-25,2024-06-25,4556.74,4556.74,2476.19,2080.55,0.0,PAID,ACH,2024-06-25 00:00:00,2026-07-18 00:00:00
249,14,2024-07-26,,4556.74,0.0,0.0,0.0,0.0,MISSED,ACH,2024-07-26 00:00:00,2026-07-18 00:00:00
250,14,2024-08-25,2024-08-25,4556.74,4556.74,2484.96,2071.78,0.0,PAID,TRANSFER,2024-08-25 00:00:00,2026-07-18 00:00:00
251,14,2024-09-25,2024-09-25,4556.74,4556.74,2493.76,2062.98,0.0,PAID,ACH,2024-09-25 00:00:00,2026-07-18 00:00:00
252,14,2024-10-25,2024-10-25,4556.74,4556.74,2502.6,2054.14,0.0,PAID,AUTOPAY,2024-10-25 00:00:00,2026-07-18 00:00:00
253,15,2021-11-02,2021-11-02,4911.89,4911.89,4183.47,728.42,0.0,PAID,AUTOPAY,2021-11-02 00:00:00,2026-07-18 00:00:00
254,15,2021-12-03,2021-12-03,4911.89,4911.89,4239.8,672.09,0.0,PAID,CHECK,2021-12-03 00:00:00,2026-07-18 00:00:00
255,15,2022-01-02,2022-01-02,4911.89,4911.89,4296.9,614.99,0.0,PAID,ACH,2022-01-02 00:00:00,2026-07-18 00:00:00
256,15,2022-02-02,2022-02-02,4911.89,4911.89,4354.76,557.13,0.0,PAID,BRANCH,2022-02-02 00:00:00,2026-07-18 00:00:00
257,15,2022-03-04,2022-03-04,4911.89,4911.89,4413.41,498.48,0.0,PAID,TRANSFER,2022-03-04 00:00:00,2026-07-18 00:00:00
258,15,2022-04-04,2022-04-04,4911.89,4911.89,4472.84,439.05,0.0,PAID,BRANCH,2022-04-04 00:00:00,2026-07-18 00:00:00
259,15,2022-05-04,2022-05-04,4911.89,4911.89,4533.07,378.82,0.0,PAID,BRANCH,2022-05-04 00:00:00,2026-07-18 00:00:00
260,15,2022-06-04,2022-06-04,4911.89,4911.89,4594.12,317.77,0.0,PAID,BRANCH,2022-06-04 00:00:00,2026-07-18 00:00:00
261,15,2022-07-04,2022-07-04,4911.89,4911.89,4655.98,255.91,0.0,PAID,CHECK,2022-07-04 00:00:00,2026-07-18 00:00:00
262,15,2022-08-03,2022-08-15,4911.89,4911.89,4705.8,193.21,12.88,LATE,TRANSFER,2022-08-03 00:00:00,2026-07-18 00:00:00
263,15,2022-09-03,2022-09-03,4911.89,4911.89,4782.05,129.84,0.0,PAID,BRANCH,2022-09-03 00:00:00,2026-07-18 00:00:00
264,15,2022-10-03,2022-11-04,4911.89,4911.89,4833.73,65.44,12.72,LATE,TRANSFER,2022-10-03 00:00:00,2026-07-18 00:00:00
265,16,2016-03-03,2016-03-03,3302.81,3302.81,990.43,2312.38,0.0,PAID,CHECK,2016-03-03 00:00:00,2026-07-18 00:00:00
266,16,2016-04-03,2016-04-03,3302.81,3302.81,995.41,2307.4,0.0,PAID,ACH,2016-04-03 00:00:00,2026-07-18 00:00:00
267,16,2016-05-03,2016-05-03,3302.81,3302.81,1000.42,2302.39,0.0,PAID,ACH,2016-05-03 00:00:00,2026-07-18 00:00:00
268,16,2016-06-03,2016-06-03,3302.81,3302.81,1005.45,2297.36,0.0,PAID,ACH,2016-06-03 00:00:00,2026-07-18 00:00:00
269,16,2016-07-03,2016-07-07,3302.81,3302.81,971.05,2292.3,39.46,LATE,ACH,2016-07-03 00:00:00,2026-07-18 00:00:00
270,16,2016-08-03,2016-08-03,3302.81,3302.81,1015.39,2287.42,0.0,PAID,ACH,2016-08-03 00:00:00,2026-07-18 00:00:00
271,16,2016-09-02,2016-09-02,3302.81,3302.81,1020.5,2282.31,0.0,PAID,AUTOPAY,2016-09-02 00:00:00,2026-07-18 00:00:00
272,16,2016-10-03,2016-10-03,3302.81,3302.81,1025.63,2277.18,0.0,PAID,TRANSFER,2016-10-03 00:00:00,2026-07-18 00:00:00
273,16,2016-11-02,2016-11-02,3302.81,3302.81,1030.79,2272.02,0.0,PAID,ACH,2016-11-02 00:00:00,2026-07-18 00:00:00
274,16,2016-12-02,2016-12-02,3302.81,3302.81,1035.98,2266.83,0.0,PAID,AUTOPAY,2016-12-02 00:00:00,2026-07-18 00:00:00
275,16,2017-01-02,2017-01-02,3302.81,3302.81,1041.19,2261.62,0.0,PAID,ACH,2017-01-02 00:00:00,2026-07-18 00:00:00
276,16,2017-02-01,2017-02-14,3302.81,2256.38,0.0,2256.38,0.0,PARTIAL,BRANCH,2017-02-01 00:00:00,2026-07-18 00:00:00
277,16,2017-03-04,2017-03-04,3302.81,3302.81,1046.43,2256.38,0.0,PAID,CHECK,2017-03-04 00:00:00,2026-07-18 00:00:00
278,16,2017-04-03,,3302.81,0.0,0.0,0.0,0.0,MISSED,ACH,2017-04-03 00:00:00,2026-07-18 00:00:00
279,16,2017-05-04,2017-05-14,3302.81,3302.81,1023.7,2251.12,27.99,LATE,AUTOPAY,2017-05-04 00:00:00,2026-07-18 00:00:00
280,16,2017-06-03,2017-06-03,3302.81,3302.81,1056.85,2245.96,0.0,PAID,BRANCH,2017-06-03 00:00:00,2026-07-18 00:00:00
281,16,2017-07-03,2017-07-03,3302.81,3302.81,1062.16,2240.65,0.0,PAID,CHECK,2017-07-03 00:00:00,2026-07-18 00:00:00
282,16,2017-08-03,2017-08-03,3302.81,3302.81,1067.51,2235.3,0.0,PAID,BRANCH,2017-08-03 00:00:00,2026-07-18 00:00:00
283,16,2017-09-02,2017-09-02,3302.81,3302.81,1072.88,2229.93,0.0,PAID,ACH,2017-09-02 00:00:00,2026-07-18 00:00:00
284,16,2017-10-03,2017-10-11,3302.81,2489.01,264.47,2224.54,0.0,PARTIAL,TRANSFER,2017-10-03 00:00:00,2026-07-18 00:00:00
285,16,2017-11-02,2017-11-09,3302.81,2223.21,0.0,2223.21,0.0,PARTIAL,CHECK,2017-11-02 00:00:00,2026-07-18 00:00:00
286,17,2014-03-07,2014-03-07,1284.52,1284.52,992.8,291.72,0.0,PAID,CHECK,2014-03-07 00:00:00,2026-07-18 00:00:00
287,17,2014-04-07,2014-04-07,1284.52,1284.52,998.15,286.37,0.0,PAID,AUTOPAY,2014-04-07 00:00:00,2026-07-18 00:00:00
288,17,2014-05-07,2014-06-06,1284.52,1284.52,965.66,281.0,37.86,LATE,AUTOPAY,2014-05-07 00:00:00,2026-07-18 00:00:00
289,17,2014-06-07,2014-06-07,1284.52,1284.52,1008.71,275.81,0.0,PAID,BRANCH,2014-06-07 00:00:00,2026-07-18 00:00:00
290,17,2014-07-07,2014-07-12,1284.52,666.89,396.51,270.38,0.0,PARTIAL,TRANSFER,2014-07-07 00:00:00,2026-07-18 00:00:00
291,17,2014-08-07,2014-08-07,1284.52,1284.52,1016.28,268.24,0.0,PAID,BRANCH,2014-08-07 00:00:00,2026-07-18 00:00:00
292,17,2014-09-06,2014-09-06,1284.52,1284.52,1021.74,262.78,0.0,PAID,BRANCH,2014-09-06 00:00:00,2026-07-18 00:00:00
293,17,2014-10-07,2014-10-07,1284.52,1284.52,1027.24,257.28,0.0,PAID,ACH,2014-10-07 00:00:00,2026-07-18 00:00:00
294,17,2014-11-06,2014-12-07,1284.52,1284.52,998.44,251.75,34.33,LATE,AUTOPAY,2014-11-06 00:00:00,2026-07-18 00:00:00
295,17,2014-12-06,2014-12-06,1284.52,1284.52,1038.14,246.38,0.0,PAID,AUTOPAY,2014-12-06 00:00:00,2026-07-18 00:00:00
296,17,2015-01-06,2015-01-06,1284.52,1284.52,1043.73,240.79,0.0,PAID,TRANSFER,2015-01-06 00:00:00,2026-07-18 00:00:00
297,17,2015-02-05,2015-03-12,1284.52,1284.52,1023.7,235.17,25.65,LATE,AUTOPAY,2015-02-05 00:00:00,2026-07-18 00:00:00
298,17,2015-03-08,2015-03-08,1284.52,1284.52,1054.86,229.66,0.0,PAID,TRANSFER,2015-03-08 00:00:00,2026-07-18 00:00:00
299,17,2015-04-07,2015-04-07,1284.52,1284.52,1060.53,223.99,0.0,PAID,BRANCH,2015-04-07 00:00:00,2026-07-18 00:00:00
300,17,2015-05-08,2015-05-08,1284.52,1284.52,1066.24,218.28,0.0,PAID,TRANSFER,2015-05-08 00:00:00,2026-07-18 00:00:00
301,17,2015-06-07,2015-07-05,1284.52,709.21,496.67,212.54,0.0,PARTIAL,BRANCH,2015-06-07 00:00:00,2026-07-18 00:00:00
302,17,2015-07-07,2015-07-07,1284.52,1284.52,1074.65,209.87,0.0,PAID,ACH,2015-07-07 00:00:00,2026-07-18 00:00:00
303,18,2016-01-17,2016-01-17,4490.15,4490.15,1279.85,3210.3,0.0,PAID,TRANSFER,2016-01-17 00:00:00,2026-07-18 00:00:00
304,18,2016-02-17,2016-02-17,4490.15,4490.15,1288.8,3201.35,0.0,PAID,AUTOPAY,2016-02-17 00:00:00,2026-07-18 00:00:00
305,18,2016-03-18,2016-03-18,4490.15,4490.15,1297.82,3192.33,0.0,PAID,BRANCH,2016-03-18 00:00:00,2026-07-18 00:00:00
306,18,2016-04-18,,4490.15,0.0,0.0,0.0,0.0,MISSED,TRANSFER,2016-04-18 00:00:00,2026-07-18 00:00:00
307,18,2016-05-18,2016-05-18,4490.15,4490.15,1306.9,3183.25,0.0,PAID,ACH,2016-05-18 00:00:00,2026-07-18 00:00:00
308,18,2016-06-18,2016-06-18,4490.15,4490.15,1316.05,3174.1,0.0,PAID,ACH,2016-06-18 00:00:00,2026-07-18 00:00:00
309,18,2016-07-18,2016-07-18,4490.15,4490.15,1325.26,3164.89,0.0,PAID,ACH,2016-07-18 00:00:00,2026-07-18 00:00:00
310,18,2016-08-18,2016-08-18,4490.15,4490.15,1334.53,3155.62,0.0,PAID,AUTOPAY,2016-08-18 00:00:00,2026-07-18 00:00:00
311,18,2016-09-17,2016-09-17,4490.15,4490.15,1343.87,3146.28,0.0,PAID,AUTOPAY,2016-09-17 00:00:00,2026-07-18 00:00:00
312,18,2016-10-17,2016-10-17,4490.15,4490.15,1353.27,3136.88,0.0,PAID,TRANSFER,2016-10-17 00:00:00,2026-07-18 00:00:00
313,18,2016-11-17,2016-11-17,4490.15,4490.15,1362.74,3127.41,0.0,PAID,AUTOPAY,2016-11-17 00:00:00,2026-07-18 00:00:00
314,18,2016-12-17,2016-12-17,4490.15,4490.15,1372.28,3117.87,0.0,PAID,TRANSFER,2016-12-17 00:00:00,2026-07-18 00:00:00
315,18,2017-01-17,2017-01-17,4490.15,4490.15,1381.88,3108.27,0.0,PAID,TRANSFER,2017-01-17 00:00:00,2026-07-18 00:00:00
316,18,2017-02-16,2017-02-20,4490.15,3420.92,322.32,3098.6,0.0,PARTIAL,BRANCH,2017-02-16 00:00:00,2026-07-18 00:00:00
317,18,2017-03-19,2017-03-19,4490.15,4490.15,1393.8,3096.35,0.0,PAID,AUTOPAY,2017-03-19 00:00:00,2026-07-18 00:00:00
318,18,2017-04-18,2017-05-21,4490.15,4490.15,1382.44,3086.59,21.12,LATE,ACH,2017-04-18 00:00:00,2026-07-18 00:00:00
319,18,2017-05-18,2017-05-25,4490.15,4490.15,1389.51,3076.92,23.72,LATE,CHECK,2017-05-18 00:00:00,2026-07-18 00:00:00
320,18,2017-06-18,2017-07-09,4490.15,4490.15,1410.76,3067.2,12.19,LATE,CHECK,2017-06-18 00:00:00,2026-07-18 00:00:00
321,19,2015-03-10,2015-03-10,459.26,459.26,358.09,101.17,0.0,PAID,ACH,2015-03-10 00:00:00,2026-07-18 00:00:00
322,19,2015-04-10,2015-04-24,459.26,459.26,322.57,99.68,37.01,LATE,ACH,2015-04-10 00:00:00,2026-07-18 00:00:00
323,19,2015-05-10,2015-05-11,459.26,459.26,323.79,98.34,37.13,LATE,TRANSFER,2015-05-10 00:00:00,2026-07-18 00:00:00
324,19,2015-06-10,,459.26,0.0,0.0,0.0,0.0,MISSED,BRANCH,2015-06-10 00:00:00,2026-07-18 00:00:00
325,19,2015-07-10,2015-07-10,459.26,459.26,362.27,96.99,0.0,PAID,TRANSFER,2015-07-10 00:00:00,2026-07-18 00:00:00
326,19,2015-08-10,2015-09-05,459.26,459.26,352.43,95.49,11.34,LATE,CHECK,2015-08-10 00:00:00,2026-07-18 00:00:00
327,19,2015-09-09,2015-09-09,459.26,459.26,365.24,94.02,0.0,PAID,AUTOPAY,2015-09-09 00:00:00,2026-07-18 00:00:00
328,19,2015-10-10,2015-10-10,459.26,459.26,366.75,92.51,0.0,PAID,BRANCH,2015-10-10 00:00:00,2026-07-18 00:00:00
329,19,2015-11-09,2015-11-09,459.26,459.26,368.28,90.98,0.0,PAID,TRANSFER,2015-11-09 00:00:00,2026-07-18 00:00:00
330,19,2015-12-09,2015-12-09,459.26,459.26,369.81,89.45,0.0,PAID,TRANSFER,2015-12-09 00:00:00,2026-07-18 00:00:00
331,19,2016-01-09,2016-01-09,459.26,459.26,371.35,87.91,0.0,PAID,ACH,2016-01-09 00:00:00,2026-07-18 00:00:00
332,19,2016-02-08,2016-02-08,459.26,459.26,372.89,86.37,0.0,PAID,BRANCH,2016-02-08 00:00:00,2026-07-18 00:00:00
333,19,2016-03-10,2016-03-10,459.26,459.26,374.44,84.82,0.0,PAID,CHECK,2016-03-10 00:00:00,2026-07-18 00:00:00
334,20,2020-10-23,2020-10-23,362.78,362.78,112.57,250.21,0.0,PAID,BRANCH,2020-10-23 00:00:00,2026-07-18 00:00:00
335,20,2020-11-23,2020-11-23,362.78,362.78,113.12,249.66,0.0,PAID,ACH,2020-11-23 00:00:00,2026-07-18 00:00:00
336,20,2020-12-23,2020-12-23,362.78,362.78,113.67,249.11,0.0,PAID,BRANCH,2020-12-23 00:00:00,2026-07-18 00:00:00
337,20,2021-01-23,2021-01-23,362.78,362.78,114.23,248.55,0.0,PAID,BRANCH,2021-01-23 00:00:00,2026-07-18 00:00:00
338,20,2021-02-22,2021-02-22,362.78,362.78,114.79,247.99,0.0,PAID,CHECK,2021-02-22 00:00:00,2026-07-18 00:00:00
339,20,2021-03-25,2021-03-25,362.78,362.78,115.35,247.43,0.0,PAID,ACH,2021-03-25 00:00:00,2026-07-18 00:00:00
340,20,2021-04-24,2021-04-24,362.78,362.78,115.91,246.87,0.0,PAID,BRANCH,2021-04-24 00:00:00,2026-07-18 00:00:00
341,20,2021-05-25,2021-05-25,362.78,362.78,116.48,246.3,0.0,PAID,AUTOPAY,2021-05-25 00:00:00,2026-07-18 00:00:00
342,20,2021-06-24,2021-06-24,362.78,362.78,117.05,245.73,0.0,PAID,TRANSFER,2021-06-24 00:00:00,2026-07-18 00:00:00
343,20,2021-07-24,2021-08-19,362.78,245.16,0.0,245.16,0.0,PARTIAL,TRANSFER,2021-07-24 00:00:00,2026-07-18 00:00:00
344,20,2021-08-24,2021-08-24,362.78,362.78,117.62,245.16,0.0,PAID,AUTOPAY,2021-08-24 00:00:00,2026-07-18 00:00:00
345,20,2021-09-23,2021-09-23,362.78,362.78,118.19,244.59,0.0,PAID,ACH,2021-09-23 00:00:00,2026-07-18 00:00:00
346,20,2021-10-24,2021-10-24,362.78,362.78,118.77,244.01,0.0,PAID,CHECK,2021-10-24 00:00:00,2026-07-18 00:00:00
347,20,2021-11-23,2021-12-25,362.78,243.43,0.0,243.43,0.0,PARTIAL,AUTOPAY,2021-11-23 00:00:00,2026-07-18 00:00:00
348,20,2021-12-24,,362.78,0.0,0.0,0.0,0.0,MISSED,BRANCH,2021-12-24 00:00:00,2026-07-18 00:00:00
349,20,2022-01-23,2022-01-23,362.78,362.78,119.35,243.43,0.0,PAID,ACH,2022-01-23 00:00:00,2026-07-18 00:00:00
350,20,2022-02-22,2022-02-22,362.78,362.78,119.94,242.84,0.0,PAID,BRANCH,2022-02-22 00:00:00,2026-07-18 00:00:00
351,20,2022-03-25,2022-03-25,362.78,362.78,120.52,242.26,0.0,PAID,ACH,2022-03-25 00:00:00,2026-07-18 00:00:00
352,20,2022-04-24,2022-04-24,362.78,362.78,121.11,241.67,0.0,PAID,AUTOPAY,2022-04-24 00:00:00,2026-07-18 00:00:00
353,20,2022-05-25,2022-05-25,362.78,362.78,121.7,241.08,0.0,PAID,CHECK,2022-05-25 00:00:00,2026-07-18 00:00:00
354,21,2010-04-19,2010-04-19,798.61,798.61,528.52,270.09,0.0,PAID,AUTOPAY,2010-04-19 00:00:00,2026-07-18 00:00:00
355,21,2010-05-20,2010-05-20,798.61,798.61,531.56,267.05,0.0,PAID,CHECK,2010-05-20 00:00:00,2026-07-18 00:00:00
356,21,2010-06-19,2010-06-19,798.61,798.61,534.61,264.0,0.0,PAID,TRANSFER,2010-06-19 00:00:00,2026-07-18 00:00:00
357,21,2010-07-20,2010-07-20,798.61,798.61,537.69,260.92,0.0,PAID,ACH,2010-07-20 00:00:00,2026-07-18 00:00:00
358,21,2010-08-19,2010-09-10,798.61,622.71,364.88,257.83,0.0,PARTIAL,TRANSFER,2010-08-19 00:00:00,2026-07-18 00:00:00
359,21,2010-09-19,2010-10-12,798.61,798.61,519.02,255.73,23.86,LATE,ACH,2010-09-19 00:00:00,2026-07-18 00:00:00
360,21,2010-10-19,2010-10-19,798.61,798.61,545.86,252.75,0.0,PAID,CHECK,2010-10-19 00:00:00,2026-07-18 00:00:00
361,21,2010-11-19,2010-12-22,798.61,304.93,55.32,249.61,0.0,PARTIAL,CHECK,2010-11-19 00:00:00,2026-07-18 00:00:00
